"identifiant" "annee_debut" "annee_fin" "statut" "debut" "fin" "age_continu" "delta" "domaine" "age_discret" "cas" "e0d1" "e0d0" "e1d1" "expire_d" "e1d0" "expire_a" "cas_NA"
"2052" "DD1859" 1998 1999 "ABD" 36145 36482 0.922222222222222 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2053" "DD1860" 1998 NA "ACT" 36145 NA 2.03611111111111 0 "DTA" 2 "2" 0 1 0 0 0 0 0
"2054" "DD1861" 1999 NA "ACT" 36227 NA 1.80833333333333 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2055" "DD1862" 1997 NA "ACT" 35709 NA 3.23055555555556 0 "DTA" 3 "2" 0 1 0 0 0 0 0
"2056" "DD1863" 1997 NA "ACT" 35794 NA 2.99722222222222 0 "DTA" 2 "2" 0 1 0 0 0 0 0
"2057" "DD1867" 1998 NA "ACT" 35951 NA 2.56666666666667 0 "DTA" 2 "2" 0 1 0 0 0 0 0
"2058" "DD1868" 1998 NA "ACT" 35951 NA 2.56666666666667 0 "DTA" 2 "2" 0 1 0 0 0 0 0
"2059" "DD1869" 1998 NA "ACT" 35951 NA 2.56666666666667 0 "DTA" 2 "2" 0 1 0 0 0 0 0
"2060" "DD1870" 1999 NA "ACT" 36175 NA 1.95555555555556 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2061" "DD1871" 1999 NA "ACT" 36196 NA 1.9 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2062" "DD1872" 1998 NA "ACT" 36139 NA 2.05277777777778 0 "DTA" 2 "2" 0 1 0 0 0 0 0
"2063" "DD1873" 1999 NA "ACT" 36252 NA 1.74166666666667 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2064" "DD1875" 1999 NA "ACT" 36326 NA 1.53888888888889 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2065" "DD1876" 1998 NA "ACT" 36151 NA 2.01944444444444 0 "DTA" 2 "2" 0 1 0 0 0 0 0
"2066" "DD1877" 1999 NA "ACT" 36242 NA 1.76666666666667 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2067" "DD1879" 1999 2000 "ABD" 36262 36573 0.847222222222222 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2068" "DD1880" 1999 NA "ACT" 36286 NA 1.64722222222222 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2069" "DD1881" 1999 NA "ACT" 36224 NA 1.81666666666667 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2070" "DD1883" 1999 NA "ACT" 36245 NA 1.75833333333333 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2071" "DD1884" 1999 NA "ACT" 36333 NA 1.51944444444444 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2072" "DD1886" 1999 NA "ACT" 36213 NA 1.85277777777778 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"2073" "DD1887" 1999 NA "ACT" 36280 NA 1.66388888888889 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2074" "DD1888" 1999 NA "ACT" 36280 NA 1.66388888888889 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2075" "DD1889" 1999 NA "ACT" 36251 NA 1.74444444444444 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"2076" "DD1890" 1999 NA "ACT" 36227 NA 1.80833333333333 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2077" "DD1891" 1999 2000 "ABD" 36235 36545 0.844444444444444 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2078" "DD1892" 1999 NA "ACT" 36313 NA 1.575 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2079" "DD1893" 1999 NA "ACT" 36349 NA 1.475 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2080" "DD1894" 1999 NA "ACT" 36313 NA 1.575 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2081" "DD1895" 1999 NA "ACT" 36349 NA 1.475 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2082" "DD1896" 1999 NA "ACT" 36349 NA 1.475 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2083" "DD1897" 1999 NA "ACT" 36340 NA 1.5 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2084" "DD1898" 1999 NA "ACT" 36326 NA 1.53888888888889 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2085" "DD1900" 1999 NA "ACT" 36334 NA 1.51666666666667 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2086" "DD1901" 1999 NA "ACT" 36341 NA 1.49722222222222 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2087" "DD1902" 1999 NA "ACT" 36312 NA 1.57777777777778 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2088" "DD1903" 1999 NA "ACT" 36319 NA 1.55833333333333 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2089" "DD1905" 1999 NA "ACT" 36342 NA 1.49444444444444 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2090" "DD1906" 1999 NA "ACT" 36313 NA 1.575 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2091" "DD1907" 1999 NA "ACT" 36313 NA 1.575 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2092" "DD1908" 1999 NA "ACT" 36305 NA 1.59444444444444 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2093" "DD1909" 1999 2000 "ABD" 36322 36664 0.936111111111111 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2094" "DD1910" 1999 NA "ACT" 36368 NA 1.42222222222222 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2095" "DD1911" 1999 NA "ACT" 36320 NA 1.55555555555556 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2096" "DD1912" 1999 NA "ACT" 36340 NA 1.5 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2097" "DD1913" 1999 NA "ACT" 36278 NA 1.66944444444444 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2098" "DD1914" 1999 NA "ACT" 36299 NA 1.61111111111111 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2099" "DD1915" 1999 NA "ACT" 36306 NA 1.59166666666667 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2100" "DD1918" 1999 NA "ACT" 36313 NA 1.575 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2101" "DD1919" 1999 NA "ACT" 36447 NA 1.20833333333333 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2102" "DD1920" 1999 NA "ACT" 36487 NA 1.1 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2103" "DD1921" 1999 NA "ACT" 36319 NA 1.55833333333333 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2104" "DD1922" 1999 NA "ACT" 36348 NA 1.47777777777778 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"2105" "DD1923" 1999 NA "ACT" 36341 NA 1.49722222222222 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2106" "DD1924" 1999 NA "ACT" 36354 NA 1.46111111111111 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2107" "DD1925" 1999 NA "ACT" 36474 NA 1.13611111111111 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2108" "DD1926" 1999 NA "ACT" 36342 NA 1.49444444444444 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2109" "DD1927" 1999 NA "ACT" 36342 NA 1.49444444444444 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"2110" "DD1929" 1999 NA "ACT" 36427 NA 1.26388888888889 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2111" "DD1930" 1999 NA "ACT" 36497 NA 1.07222222222222 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2112" "DD1931" 1999 NA "ACT" 36461 NA 1.16944444444444 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2113" "DD1933" 1999 NA "ACT" 36524 NA 0.997222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2114" "DD1934" 1999 NA "ACT" 36467 NA 1.15555555555556 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2115" "DD1935" 1999 NA "ACT" 36353 NA 1.46388888888889 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2116" "DD1936" 1999 NA "ACT" 36371 NA 1.41388888888889 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2117" "DD1937" 1999 NA "ACT" 36301 NA 1.60555555555556 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2118" "DD1938" 1999 NA "ACT" 36354 NA 1.46111111111111 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"2119" "DD1939" 1999 2000 "ABD" 36410 36727 0.869444444444444 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2120" "DD1940" 1999 NA "ACT" 36325 NA 1.54166666666667 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2121" "DD1941" 1999 NA "ACT" 36368 NA 1.42222222222222 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2122" "DD1942" 1999 2000 "ABD" 36326 36664 0.925 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2123" "DD1943" 1999 NA "ACT" 36433 NA 1.24722222222222 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2124" "DD1944" 1999 NA "ACT" 36433 NA 1.24722222222222 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2125" "DD1946" 1999 NA "ACT" 36364 NA 1.43333333333333 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2126" "DD1947" 1999 2000 "ABD" 36402 36727 0.888888888888889 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2127" "DD1948" 1999 2000 "ABD" 36333 36691 0.977777777777778 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2128" "DD1951" 1999 NA "ACT" 36370 NA 1.41666666666667 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2129" "DD1952" 1999 NA "ACT" 36462 NA 1.16666666666667 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"2130" "DD1953" 1999 NA "ACT" 36472 NA 1.14166666666667 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2131" "DD1956" 1999 NA "ACT" 36417 NA 1.29166666666667 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2132" "DD1957" 2000 2000 "ABD" 36530 36846 0.863888888888889 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2133" "DD1958" 2000 NA "ACT" 36585 NA 0.833333333333333 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2134" "DD1959" 1999 2000 "ABD" 36424 36762 0.925 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2135" "DD1960" 1999 NA "ACT" 36483 NA 1.11111111111111 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2136" "DD1961" 2000 NA "ACT" 36726 NA 0.444444444444444 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2137" "DD1963" 1999 NA "ACT" 36507 NA 1.04444444444444 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2138" "DD1966" 1999 NA "ACT" 36447 NA 1.20833333333333 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2139" "DD1967" 1999 NA "ACT" 36238 NA 1.77777777777778 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2140" "DD1971" 1999 NA "ACT" 36403 NA 1.33055555555556 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2141" "DD1972" 1999 NA "ACT" 36369 NA 1.41944444444444 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2142" "DD1973" 1999 NA "ACT" 36376 NA 1.40277777777778 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2143" "DD1974" 1999 NA "ACT" 36412 NA 1.30555555555556 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2144" "DD1975" 2000 NA "ACT" 36614 NA 0.75 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2145" "DD1977" 2000 NA "ACT" 36644 NA 0.669444444444444 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2146" "DD1978" 1999 2000 "ABD" 36426 36790 0.994444444444444 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2147" "DD1979" 1999 NA "ACT" 36504 NA 1.05277777777778 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2148" "DD1980" 1999 NA "ACT" 36523 NA 1 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2149" "DD1981" 1999 NA "ACT" 36497 NA 1.07222222222222 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2150" "DD1983" 1999 NA "ACT" 36437 NA 1.23611111111111 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2151" "DD1984" 2000 NA "ACT" 36556 NA 0.913888888888889 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2152" "DD1985" 2000 NA "ACT" 36581 NA 0.844444444444444 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2153" "DD1986" 1999 NA "ACT" 36430 NA 1.25555555555556 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"2154" "DD1992" 2000 NA "ACT" 36683 NA 0.563888888888889 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2155" "DD1994" 1999 NA "ACT" 36496 NA 1.075 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2156" "DD1995" 1999 2000 "ABD" 36518 36818 0.819444444444444 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2157" "DD1997" 1999 NA "ACT" 36511 NA 1.03333333333333 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2158" "DD1998" 1999 2000 "ABD" 36511 36846 0.913888888888889 0 "DTA" 0 "1" 1 0 0 0 0 0 0
"2159" "DD1999" 1999 NA "ACT" 36524 NA 0.997222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2160" "DD2000" 2000 NA "ACT" 36662 NA 0.619444444444444 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2161" "DD2001" 2000 NA "ACT" 36573 NA 0.866666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2162" "DD2002" 2000 NA "ACT" 36644 NA 0.669444444444444 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2163" "DD2003" 2000 NA "ACT" 36609 NA 0.763888888888889 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2164" "DD2004" 2000 NA "ACT" 36615 NA 0.747222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2165" "DD2005" 2000 NA "ACT" 36599 NA 0.791666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2166" "DD2007" 2000 NA "ACT" 36584 NA 0.836111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2167" "DD2008" 2000 NA "ACT" 36592 NA 0.811111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2168" "DD2009" 1999 NA "ACT" 36511 NA 1.03333333333333 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2169" "DD2010" 2000 NA "ACT" 36677 NA 0.580555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2170" "DD2011" 1999 NA "ACT" 36514 NA 1.025 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2171" "DD2012" 2000 NA "ACT" 36627 NA 0.716666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2172" "DD2013" 2000 NA "ACT" 36633 NA 0.7 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2173" "DD2014" 1999 NA "ACT" 36432 NA 1.25 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2174" "DD2015" 2000 NA "ACT" 36710 NA 0.488888888888889 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2175" "DD2017" 2000 NA "ACT" 36626 NA 0.719444444444444 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2176" "DD2018" 2000 NA "ACT" 36705 NA 0.502777777777778 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2177" "DD2019" 2000 NA "ACT" 36682 NA 0.566666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2178" "DD2020" 2000 NA "ACT" 36571 NA 0.872222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2179" "DD2021" 2000 NA "ACT" 36760 NA 0.352777777777778 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2180" "DD2022" 2000 NA "ACT" 36579 NA 0.85 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2181" "DD2023" 2000 NA "ACT" 36746 NA 0.391666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2182" "DD2024" 2000 NA "ACT" 36595 NA 0.802777777777778 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2183" "DD2025" 2000 NA "ACT" 36643 NA 0.672222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2184" "DD2026" 1997 NA "ACT" 35788 NA 3.01388888888889 0 "DTA" 3 "2" 0 1 0 0 0 0 0
"2185" "DD2027" 1999 NA "ACT" 36199 NA 1.89166666666667 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"2186" "DD2028" 1993 1998 "ABD" 34059 35984 5.27222222222222 0 "DTA" 5 "1" 1 0 0 0 0 0 0
"2187" "DD2029" 1994 2000 "ABD" 34431 36874 6.68611111111111 0 "DTA" 6 "1" 1 0 0 0 0 0 0
"2188" "DD2030" 1995 NA "ACT" 35052 NA 5.02777777777778 0 "DTA" 5 "2" 0 1 0 0 0 0 0
"2189" "DD2031" 1996 NA "ACT" 35188 NA 4.65555555555556 0 "DTA" 4 "2" 0 1 0 0 0 0 0
"2190" "DD2032" 1996 NA "ACT" 35241 NA 4.51111111111111 0 "DTA" 4 "2" 0 1 0 0 0 0 0
"2191" "DD2033" 2000 NA "ACT" 36607 NA 0.769444444444444 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2192" "DD2034" 2000 NA "ACT" 36691 NA 0.541666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2193" "DD2035" 2000 NA "ACT" 36691 NA 0.541666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2194" "DD2036" 2000 NA "ACT" 36621 NA 0.733333333333333 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2195" "DD2037" 2000 NA "ACT" 36636 NA 0.691666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2196" "DD2038" 2000 NA "ACT" 36627 NA 0.716666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2197" "DD2039" 2000 NA "ACT" 36697 NA 0.525 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2198" "DD2040" 2000 NA "ACT" 36595 NA 0.802777777777778 0 "DSM" 0 "2" 0 1 0 0 0 0 0
"2199" "DD2041" 2000 NA "ACT" 36613 NA 0.752777777777778 0 "DSM" 0 "2" 0 1 0 0 0 0 0
"2200" "DD2042" 2000 NA "ACT" 36672 NA 0.591666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2201" "DD2043" 2000 NA "ACT" 36599 NA 0.791666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2202" "DD2044" 2000 NA "ACT" 36599 NA 0.791666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2203" "DD2045" 2000 NA "ACT" 36627 NA 0.716666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2204" "DD2046" 2000 NA "ACT" 36661 NA 0.622222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2205" "DD2047" 2000 NA "ACT" 36706 NA 0.5 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2206" "DD2048" 2000 NA "ACT" 36699 NA 0.519444444444444 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2207" "DD2049" 2000 NA "ACT" 36686 NA 0.555555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2208" "DD2050" 2000 NA "ACT" 36686 NA 0.555555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2209" "DD2051" 2000 NA "ACT" 36766 NA 0.336111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2210" "DD2052" 2000 NA "ACT" 36693 NA 0.536111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2211" "DD2053" 2000 NA "ACT" 36698 NA 0.522222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2212" "DD2054" 2000 NA "ACT" 36705 NA 0.502777777777778 0 "DSM" 0 "2" 0 1 0 0 0 0 0
"2213" "DD2055" 2000 NA "ACT" 36712 NA 0.483333333333333 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2214" "DD2056" 2000 NA "ACT" 36684 NA 0.561111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2215" "DD2057" 2000 NA "ACT" 36607 NA 0.769444444444444 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2216" "DD2058" 2000 NA "ACT" 36714 NA 0.477777777777778 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2217" "DD2059" 2000 NA "ACT" 36720 NA 0.461111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2218" "DD2060" 2000 NA "ACT" 36712 NA 0.483333333333333 0 "DSM" 0 "2" 0 1 0 0 0 0 0
"2219" "DD2061" 2000 NA "ACT" 36670 NA 0.597222222222222 0 "DSM" 0 "2" 0 1 0 0 0 0 0
"2220" "DD2062" 2000 NA "ACT" 36860 NA 0.0805555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2221" "DD2063" 2000 NA "ACT" 36690 NA 0.544444444444444 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2222" "DD2064" 2000 NA "ACT" 36809 NA 0.219444444444444 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2223" "DD2065" 2000 NA "ACT" 36823 NA 0.180555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2224" "DD2066" 2000 NA "ACT" 36774 NA 0.316666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2225" "DD2067" 2000 NA "ACT" 36812 NA 0.211111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2226" "DD2068" 2000 NA "ACT" 36784 NA 0.288888888888889 0 "DCC" 0 "2" 0 1 0 0 0 0 0
"2227" "DD2070" 2000 NA "ACT" 36805 NA 0.230555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2228" "DD2071" 2000 NA "ACT" 36829 NA 0.163888888888889 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2229" "DD2073" 2000 NA "ACT" 36756 NA 0.363888888888889 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2230" "DD2074" 2000 NA "ACT" 36812 NA 0.211111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2231" "DD2075" 2000 NA "ACT" 36724 NA 0.45 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2232" "DD2076" 2000 NA "ACT" 36676 NA 0.580555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2233" "DD2077" 2000 NA "ACT" 36684 NA 0.561111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2234" "DD2078" 2000 NA "ACT" 36698 NA 0.522222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2235" "DD2079" 2000 NA "ACT" 36801 NA 0.241666666666667 0 "DSM" 0 "2" 0 1 0 0 0 0 0
"2236" "DD2080" 2000 NA "ACT" 36836 NA 0.147222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2237" "DD2081" 2000 NA "ACT" 36738 NA 0.413888888888889 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2238" "DD2082" 2000 NA "ACT" 36796 NA 0.255555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2239" "DD2083" 2000 NA "ACT" 36858 NA 0.0861111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2240" "DD2084" 2000 NA "ACT" 36790 NA 0.272222222222222 0 "DRN" 0 "2" 0 1 0 0 0 0 0
"2241" "DD2085" 2000 NA "ACT" 36676 NA 0.580555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2242" "DD2086" 2000 NA "ACT" 36853 NA 0.1 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2243" "DD2087" 2000 NA "ACT" 36769 NA 0.330555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2244" "DD2088" 2000 NA "ACT" 36837 NA 0.144444444444444 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2245" "DD2089" 2000 NA "ACT" 36874 NA 0.0416666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2246" "DD2090" 2000 NA "ACT" 36867 NA 0.0611111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2247" "DD2091" 2000 NA "ACT" 36810 NA 0.216666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2248" "DD2092" 2000 NA "ACT" 36824 NA 0.177777777777778 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2249" "DD2093" 2000 NA "ACT" 36822 NA 0.183333333333333 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2250" "DD2094" 2000 NA "ACT" 36826 NA 0.172222222222222 0 "DSM" 0 "2" 0 1 0 0 0 0 0
"2251" "DD2095" 2000 NA "ACT" 36889 NA 0 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2252" "DD2096" 2000 NA "ACT" 36795 NA 0.258333333333333 0 "DSM" 0 "2" 0 1 0 0 0 0 0
"2253" "DD2097" 2000 NA "ACT" 36843 NA 0.127777777777778 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2254" "DD2098" 2000 NA "ACT" 36867 NA 0.0611111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2255" "DD2099" 2000 NA "ACT" 36888 NA 0.00277777777777778 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2256" "DD2100" 2000 NA "ACT" 36888 NA 0.00277777777777778 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2257" "DD2101" 2000 NA "ACT" 36805 NA 0.230555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2258" "DD2102" 2000 NA "ACT" 36759 NA 0.355555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2259" "DD2104" 2000 NA "ACT" 36889 NA 0 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2260" "DD2105" 2000 NA "ACT" 36829 NA 0.163888888888889 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2261" "DD2106" 2000 NA "ACT" 36868 NA 0.0583333333333333 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2262" "DD2107" 2000 NA "ACT" 36805 NA 0.230555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2263" "DD2108" 2000 NA "ACT" 36719 NA 0.463888888888889 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2264" "DD2109" 2000 NA "ACT" 36823 NA 0.180555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2265" "DD2111" 2001 NA "ACT" 36896 NA 0 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2266" "DD2112" 2000 NA "ACT" 36759 NA 0.355555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2267" "DD2113" 2000 NA "ACT" 36881 NA 0.0222222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2268" "DD2114" 2000 NA "ACT" 36865 NA 0.0666666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"2269" "DD2115" 2000 NA "ACT" 36878 NA 0.0305555555555556 0 "DTA" 0 "2" 0 1 0 0 0 0 0
